Description                                                                                                                                                                                             ,acteurs                                                                                                                                                                                                                                                                                                                          ,date             ,duree ,genre                                    ,langue ,pays           ,public    ,score ,titre                                                                ,titre_original
"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, th..., "   ,"Yôji Matsuda,Yuriko Ishida,Yûko Tanaka,Billy Crudup,Billy Bob Thornton,Minnie Driver,John DiMaggio,Claire Danes,John DeMita,Jada Pinkett Smith,Gillian Anderson,Keith David,Corey Burton,Tara Strong,Julia Fletcher,Debi Derryberry,Alex Fernandez,Jack Fletcher"                                                               ,"1997,PG-13"     ,  134 ,"Animation,Action,Adventure,Back to top" ,       ,Japan          ,PG-13     ,  8.4 ,Princess Mononoke                                                    ,Original title: Mononoke-hime
"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life."                                                                      ,"Robin Williams,Matt Damon,Ben Affleck,Stellan Skarsgård,John Mighton,Rachel Majorowski,Colleen McCauley,Casey Affleck,Cole Hauser,Matt Mercier,Ralph St. George,Rob Lynds,Dan Washington,Alison Folland,Derrick Bridgeman,Vik Sahay,Shannon Egleson,Rob Lyons"                                                                  ,"1997,R"         ,  126 ,"Drama,Romance,Back to top"              ,       ,United States  ,R         ,  8.3 ,Good Will Hunting                                                    ,
A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.                                   ,"Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,Martin Semmelrogge,Bernd Tauber,Erwin Leder,Martin May,Heinz Hoenig,Uwe Ochsenknecht,Claude-Oliver Rudolph,Jan Fedder,Ralf Richter,Joachim Bernhard,Oliver Stritzel,Konrad Becker,Lutz Schnell,Martin Hemme"                                                ,1981             ,  149 ,"Drama,War,Back to top"                  ,       ,West Germany   ,1981      ,  8.4 ,The Boat                                                             ,Original title: Das Boot
"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"                                                                   ,"Ryûnosuke Kamiki,Mone Kamishiraishi,Ryô Narita,Aoi Yûki,Nobunaga Shimazaki,Kaito Ishikawa,Kanon Tani,Masaki Terasoma,Sayaka Ôhara,Kazuhiko Inoue,Chafûrin,Kana Hanazawa,Yuka Terasaki,Takashi Onozuka,Yôhei Namekawa,Miyu Tsuji,Shin'ya Hamazoe,Kanami Satô"                                                                    ,"2016,TV-PG"     ,  106 ,"Animation,Drama,Fantasy,Back to top"    ,       ,Japan          ,TV-PG     ,  8.4 ,Your Name.                                                           ,Original title: Kimi no Na wa.
"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' action..., "   ,"Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Jeremy Renner,Don Cheadle,Paul Rudd,Benedict Cumberbatch,Chadwick Boseman,Brie Larson,Tom Holland,Karen Gillan,Zoe Saldana,Evangeline Lilly,Tessa Thompson,Rene Russo,Elizabeth Olsen"                                                            ,"2019,PG-13"     ,  181 ,"Action,Adventure,Drama,Back to top"     ,       ,United States  ,PG-13     ,  8.4 ,Avengers: Endgame                                                    ,
Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.                                                                 ,"Mel Gibson,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,James Robinson,Sean Lawlor,Sandy Nelson,James Cosmo,Sean McGinley,Alan Tall,Andrew Weir,Gerda Stevenson,Ralph Riach,Mhairi Calvey,Brian Cox,Peter Hanly,Stephen Billington,Barry McGovern"                                                                           ,"1995,R"         ,  178 ,"Biography,Drama,History,Back to top"    ,       ,United States  ,R         ,  8.4 ,Braveheart                                                           ,
"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."                                   ,"Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Alanna Ubach,Renee Victor,Jaime Camil,Alfonso Arau,Herbert Siguenza,Gabriel Iglesias,Lombardo Boyar,Ana Ofelia Murguía,Natalia Cordova-Buckley,Selene Luna,Edward James Olmos,Sofía Espinosa,Carla Medina,Dyana Ortelli,Luis Valdez"                                         ,"2017,PG"        ,  105 ,"Animation,Adventure,Comedy,Back to top" ,       ,United States  ,PG        ,  8.4 ,Coco                                                                 ,
A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.                                                                       ,"Tom Hanks,Tim Allen,Don Rickles,Jim Varney,Wallace Shawn,John Ratzenberger,Annie Potts,John Morris,Erik von Detten,Laurie Metcalf,R. Lee Ermey,Sarah Rayne,Penn Jillette,Jack Angel,Spencer Aste,Greg Berg,Lisa Bradley,Kendall Cunningham"                                                                                     ,"1995,G"         ,   81 ,"Animation,Adventure,Comedy,Back to top" ,       ,United States  ,G         ,  8.3 ,Toy Story                                                            ,
"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same."                      ,"Brad Pitt,Diane Kruger,Eli Roth,Mélanie Laurent,Christoph Waltz,Michael Fassbender,Daniel Brühl,Til Schweiger,Gedeon Burkhard,Jacky Ido,B.J. Novak,Omar Doom,August Diehl,Denis Ménochet,Sylvester Groth,Martin Wuttke,Mike Myers,Julie Dreyfus"                                                                                ,"2009,R"         ,  153 ,"Adventure,Drama,War,Back to top"        ,       ,Germany        ,R         ,  8.3 ,Inglourious Basterds                                                 ,
A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.                                                                                     ,"Joaquin Phoenix,Robert De Niro,Zazie Beetz,Frances Conroy,Brett Cullen,Shea Whigham,Bill Camp,Glenn Fleshler,Leigh Gill,Josh Pais,Rocco Luna,Marc Maron,Sondra James,Murphy Guyer,Douglas Hodge,Dante Pereira-Olson,Carrie Louise Putrello,Sharon Washington"                                                                   ,"2019,R"         ,  122 ,"Crime,Drama,Thriller,Back to top"       ,       ,United States  ,R         ,  8.4 ,Joker                                                                ,
"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him..., "   ,"F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,Simon Callow,Christine Ebersole,Jeffrey Jones,Charles Kay,Kenneth McMillan,Kenny Baker,Lisbeth Bartlett,Barbara Bryne,Martin Cavina,Roderick Cook,Milan Demjanenko,Peter DiGesu,Richard Frank,Patrick Hines"                                                         ,"1984,PG"        ,  160 ,"Biography,Drama,Music,Back to top"      ,       ,United States  ,PG        ,  8.4 ,Amadeus                                                              ,
"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."                                                                ,"Choi Min-sik,Yoo Ji-tae,Kang Hye-jeong,Kim Byeong-Ok,Dae-han Ji,Dal-su Oh,Seung-shin Lee,Jin-Seo Yoon,Tae-kyung Oh,Yoo Yeon-Seok,Il-han Oo,Young-hee Lee,Young-ae Kim,Mi Mi Lee,Jae-Duk Han,Jung Ae Kwak,San Kim,Chae-soo Jang"                                                                                                 ,"2003,R"         ,  120 ,"Action,Drama,Mystery,Back to top"       ,       ,South Korea    ,R         ,  8.4 ,Oldboy                                                               ,Original title: Oldeuboi
"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Selina Kyle, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane."            ,"Christian Bale,Tom Hardy,Anne Hathaway,Gary Oldman,Joseph Gordon-Levitt,Marion Cotillard,Morgan Freeman,Michael Caine,Matthew Modine,Alon Aboutboul,Ben Mendelsohn,Burn Gorman,Daniel Sunjata,Aidan Gillen,Sam Kennard,Aliash Tepina,Nestor Carbonell,Brett Cullen"                                                             ,"2012,PG-13"     ,  164 ,"Action,Drama,Back to top"               ,       ,United States  ,PG-13     ,  8.4 ,The Dark Knight Rises                                                ,
"An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop."            ,"Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,Slim Pickens,Peter Bull,James Earl Jones,Tracy Reed,Jack Creley,Frank Berry,Robert O'Neil,Glenn Beck,Roy Stephens,Shane Rimmer,Hal Galili,Paul Tamarin,Laurence Herder,Gordon Tanner"                                                                                 ,"1964,PG"        ,   95 ,"Comedy,War,Back to top"                 ,       ,United Kingdom ,PG        ,  8.4 ,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,
A veteran British barrister must defend his client in a murder trial that has surprise after surprise.                                                                                                  ,"Tyrone Power,Marlene Dietrich,Charles Laughton,Elsa Lanchester,John Williams,Henry Daniell,Ian Wolfe,Torin Thatcher,Norma Varden,Una O'Connor,Francis Compton,Philip Tonge,Ruta Lee,Patrick Aherne,Don Ames,Walter Bacon,Eddie Baker,Benjie Bancroft"                                                                           ,"1957,Approved"  ,  116 ,"Crime,Drama,Mystery,Back to top"        ,       ,United States  ,Approved  ,  8.4 ,Witness for the Prosecution                                          ,
"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen..., "   ,"Sigourney Weaver,Michael Biehn,Carrie Henn,Paul Reiser,Lance Henriksen,Bill Paxton,William Hope,Jenette Goldstein,Al Matthews,Mark Rolston,Ricco Ross,Colette Hiller,Daniel Kash,Cynthia Dale Scott,Tip Tipping,Trevor Steedman,Paul Maxwell,Valerie Colgan"                                                                    ,"1986,R"         ,  137 ,"Action,Adventure,Sci-Fi,Back to top"    ,       ,United Kingdom ,R         ,  8.4 ,Aliens                                                               ,
The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.                        ,"Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Don Cheadle,Benedict Cumberbatch,Tom Holland,Chadwick Boseman,Zoe Saldana,Karen Gillan,Tom Hiddleston,Paul Bettany,Elizabeth Olsen,Anthony Mackie,Sebastian Stan,Idris Elba,Danai Gurira"                                                         ,"2018,PG-13"     ,  149 ,"Action,Adventure,Sci-Fi,Back to top"    ,       ,United States  ,PG-13     ,  8.4 ,Avengers: Infinity War                                               ,
A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.                                                                                  ,"Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,Mena Suvari,Peter Gallagher,Allison Janney,Chris Cooper,Scott Bakula,Sam Robards,Barry Del Sherman,Ara Celi,John Cho,Fort Atkinson,Sue Casey,Kent Faulcon,Brenda Wehle,Lisa Cloud"                                                                                          ,"1999,R"         ,  122 ,"Drama,Back to top"                      ,       ,United States  ,R         ,  8.4 ,American Beauty                                                      ,
"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities."                               ,"Shameik Moore,Jake Johnson,Hailee Steinfeld,Mahershala Ali,Brian Tyree Henry,Lily Tomlin,Luna Lauren Velez,Zoë Kravitz,John Mulaney,Kimiko Glenn,Nicolas Cage,Kathryn Hahn,Liev Schreiber,Chris Pine,Natalie Morales,Edwin R. Habacon,Oscar Isaac,Greta Lee"                                                                    ,"2018,PG"        ,  117 ,"Animation,Action,Adventure,Back to top" ,       ,United States  ,PG        ,  8.4 ,Spider-Man: Into the Spider-Verse                                    ,
Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.                                                                          ,"Charles Chaplin,Paulette Goddard,Jack Oakie,Reginald Gardiner,Henry Daniell,Billy Gilbert,Grace Hayle,Carter DeHaven,Maurice Moscovitch,Emma Dunn,Bernard Gorcey,Paul Weigel,Chester Conklin,Esther Michelson,Hank Mann,Florence Wright,Eddie Gribbon,Rudolph Anders"                                                           ,"1940,G"         ,  125 ,"Comedy,Drama,War,Back to top"           ,       ,United States  ,G         ,  8.4 ,The Great Dictator                                                   ,
"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."          ,"Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers,Barry Nelson,Philip Stone,Joe Turkel,Anne Jackson,Tony Burton,Lia Beldam,Billie Gibson,Barry Dennen,David Baxt,Manning Redwood,Lisa Burns,Louise Burns,Robin Pappas,Alison Coleridge"                                                                                ,"1980,R"         ,  146 ,"Drama,Horror,Back to top"               ,       ,United Kingdom ,R         ,  8.4 ,The Shining                                                          ,
"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them."                                                                ,"Kirk Douglas,Ralph Meeker,Adolphe Menjou,George Macready,Wayne Morris,Richard Anderson,Joe Turkel,Christiane Kubrick,Jerry Hausner,Peter Capell,Emile Meyer,Bert Freed,Kem Dibbs,Timothy Carey,Fred Bell,John Stein,Harold Benedict,Leon Briggs"                                                                                ,"1957,Approved"  ,   88 ,"Drama,War,Back to top"                  ,       ,United States  ,Approved  ,  8.4 ,Paths of Glory                                                       ,
A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.                                                                                         ,"William Holden,Gloria Swanson,Erich von Stroheim,Nancy Olson,Fred Clark,Lloyd Gough,Jack Webb,Franklyn Farnum,Larry J. Blake,Charles Dayton,Cecil B. DeMille,Hedda Hopper,Buster Keaton,Anna Q. Nilsson,H.B. Warner,Ray Evans,Jay Livingston,Fred Aldrich"                                                                      ,"1950,Passed"    ,  110 ,"Drama,Film-Noir,Back to top"            ,       ,United States  ,Passed    ,  8.4 ,Sunset Blvd.                                                         ,
"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."                                   ,"Ulrich Mühe,Martina Gedeck,Sebastian Koch,Ulrich Tukur,Thomas Thieme,Hans-Uwe Bauer,Volkmar Kleinert,Matthias Brenner,Charly Hübner,Herbert Knaup,Bastian Trost,Marie Gruber,Volker Michalowski,Werner Daehn,Martin Brambach,Hubertus Hartmann,Thomas Arnold,Hinnerk Schönemann"                                                ,"2006,R"         ,  137 ,"Drama,Mystery,Thriller,Back to top"     ,       ,Germany        ,R         ,  8.4 ,The Lives of Others                                                  ,Original title: Das Leben der Anderen
"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi."                                                                     ,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington,Samuel L. Jackson,Walton Goggins,Dennis Christopher,James Remar,David Steen,Dana Gourrier,Nichole Galicia,Laura Cayouette,Ato Essandoh,Sammi Rotibi,Clay Donahue Fontenot,Escalante Lundy,Miriam F. Glover,Don Johnson"                                           ,"2012,R"         ,  165 ,"Drama,Western,Back to top"              ,       ,United States  ,R         ,  8.4 ,Django Unchained                                                     ,
A man with short-term memory loss attempts to track down his wife's murderer.                                                                                                                           ,"Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,Mark Boone Junior,Russ Fega,Jorja Fox,Stephen Tobolowsky,Harriet Sansom Harris,Thomas Lennon,Callum Keith Rennie,Kimberly Campbell,Marianne Muellerleile,Larry Holden,Stephanie Searson,Buzz Visconti"                                                                               ,"2000,R"         ,  113 ,"Mystery,Thriller,Back to top"           ,       ,United States  ,R         ,  8.4 ,Memento                                                              ,
"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind."                                                       ,"Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,MacInTalk,John Ratzenberger,Kathy Najimy,Sigourney Weaver"                                                                                                                                                                                                                     ,"2008,G"         ,   98 ,"Animation,Adventure,Family,Back to top" ,       ,United States  ,G         ,  8.4 ,WALL·E                                                               ,
A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.                                                                        ,"Martin Sheen,Marlon Brando,Robert Duvall,Frederic Forrest,Sam Bottoms,Laurence Fishburne,Albert Hall,Harrison Ford,Dennis Hopper,G.D. Spradlin,Jerry Ziesmer,Scott Glenn,Bo Byers,James Keane,Kerry Rossall,Ron McQueen,Tom Mason,Cynthia Wood"                                                                                 ,"1979,R"         ,  147 ,"Drama,Mystery,War,Back to top"          ,       ,United States  ,R         ,  8.5 ,Apocalypse Now                                                       ,
"Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis."                    ,"Harrison Ford,Karen Allen,Paul Freeman,John Rhys-Davies,Ronald Lacey,Denholm Elliott,Alfred Molina,Wolf Kahler,Anthony Higgins,Vic Tablian,Don Fellows,William Hootkins,Bill Reimbold,Fred Sorenson,Patrick Durkin,Matthew Scurfield,Malcolm Weaver,Sonny Caldinez"                                                             ,"1981,PG"        ,  115 ,"Action,Adventure,Back to top"           ,       ,United States  ,PG        ,  8.4 ,Indiana Jones and the Raiders of the Lost Ark                        ,Original title: Raiders of the Lost Ark
"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."                                  ,"Charles Chaplin,Virginia Cherrill,Florence Lee,Harry Myers,Al Ernest Garcia,Hank Mann,Johnny Aber,Jack Alexander,T.S. Alexander,Victor Alexander,Albert Austin,Harry Ayers,Eddie Baker,Henry Bergman,Edward Biby,Betty Blair,Buster Brodie,Jeanne Carpenter"                                                                    ,"1931,G"         ,   87 ,"Comedy,Drama,Romance,Back to top"       ,       ,United States  ,G         ,  8.5 ,City Lights                                                          ,
A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.                                 ,"Philippe Noiret,Enzo Cannavale,Antonella Attili,Isa Danieli,Leo Gullotta,Marco Leonardi,Pupella Maggio,Agnese Nano,Leopoldo Trieste,Salvatore Cascio,Tano Cimarosa,Nicola Di Pinto,Roberta Lena,Nino Terzo,Jacques Perrin,Nellina Laganà,Turi Giuffrida,Mariella Lo Giudice"                                                    ,"1988,PG"        ,  155 ,"Drama,Romance,Back to top"              ,       ,Italy          ,PG        ,  8.5 ,Cinema Paradiso                                                      ,Original title: Nuovo Cinema Paradiso
The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.                                                                                            ,"Sigourney Weaver,Tom Skerritt,John Hurt,Veronica Cartwright,Harry Dean Stanton,Ian Holm,Yaphet Kotto,Bolaji Badejo,Helen Horton,Eddie Powell"                                                                                                                                                                                   ,"1979,R"         ,  117 ,"Horror,Sci-Fi,Back to top"              ,       ,United Kingdom ,R         ,  8.5 ,Alien                                                                ,
"A wheelchair-bound photographer spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism o..., "   ,"James Stewart,Grace Kelly,Wendell Corey,Thelma Ritter,Raymond Burr,Judith Evelyn,Ross Bagdasarian,Georgine Darcy,Sara Berner,Frank Cady,Jesslyn Fax,Rand Harper,Irene Winston,Havis Davenport,Jerry Antes,Barbara Bailey,Benny Bartlett,Nick Borgani"                                                                           ,"1954,PG"        ,  112 ,"Mystery,Thriller,Back to top"           ,       ,United States  ,PG        ,  8.5 ,Rear Window                                                          ,
A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.                                          ,"Henry Fonda,Charles Bronson,Claudia Cardinale,Jason Robards,Gabriele Ferzetti,Paolo Stoppa,Woody Strode,Jack Elam,Keenan Wynn,Frank Wolff,Lionel Stander,Livio Andronico,Salvatore Basile,Aldo Berti,Joseph Bradley,Frank Braña,Marilù Carteny,Saturno Cerra"                                                                   ,"1968,PG-13"     ,  165 ,"Western,Back to top"                    ,       ,Italy          ,PG-13     ,  8.5 ,Once Upon a Time in the West                                         ,Original title: C'era una volta il West
The Tramp struggles to live in modern industrial society with the help of a young homeless woman.                                                                                                       ,"Charles Chaplin,Paulette Goddard,Henry Bergman,Tiny Sandford,Chester Conklin,Hank Mann,Stanley Blystone,Al Ernest Garcia,Richard Alexander,Cecil Reynolds,Mira McKinney,Murdock MacQuarrie,Wilfred Lucas,Edward LeSaint,Fred Malatesta,Sammy Stein,Juana Sutton,Ted Oliver"                                                     ,"1936,G"         ,   87 ,"Comedy,Drama,Romance,Back to top"       ,       ,United States  ,G         ,  8.5 ,Modern Times                                                         ,
"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."                                                                   ,"François Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot,Joséphine de Meaux,Clotilde Mollet,Alba Gaïa Bellugi,Cyril Mendy,Salimata Kamate,Absa Diatou Toure,Grégoire Oestermann,Dominique Daguier,François Caron,Christian Ameri,Thomas Solivérès,Dorothée Brière,Marie-Laure Descoureaux,Émilie Caen"                                 ,"2011,R"         ,  112 ,"Biography,Comedy,Drama,Back to top"     ,       ,France         ,R         ,  8.5 ,The Intouchables                                                     ,Original title: Intouchables
A young boy and his little sister struggle to survive in Japan during World War II.                                                                                                                     ,"Tsutomu Tatsumi,Ayano Shiraishi,Akemi Yamaguchi,Yoshiko Shinohara,Kôzô Hashida,Masayo Sakai,Kazumi Nozaki,Yoshio Matsuoka,Masahiro Kanetake,Kiyoshi Yanagawa,Hajime Maki,Atsuo Omote,Teruhisa Harita,Hiroshi Tanaka,Michio Denpô,Shirô Tamaki,Tadashi Nakamura,Mika Sekita"                                                     ,"1988,Not Rated" ,   89 ,"Animation,Drama,War,Back to top"        ,       ,Japan          ,Not Rated ,  8.5 ,Grave of the Fireflies                                               ,Original title: Hotaru no haka
"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so ..., "   ,"Tatsuya Nakadai,Akira Ishihama,Shima Iwashita,Tetsurô Tanba,Masao Mishima,Ichirô Nakatani,Kei Satô,Yoshio Inaba,Hisashi Igawa,Tôru Takeuchi,Yoshirô Aoki,Tatsuo Matsumura,Akiji Kobayashi,Kôichi Hayashi,Ryûtarô Gomi,Jô Azumi,Nakajirô Tomita,Shichisaburô Amatsu"                                                             ,"1962,Not Rated" ,  133 ,"Action,Drama,Mystery,Back to top"       ,       ,Japan          ,Not Rated ,  8.6 ,Harakiri                                                             ,Original title: Seppuku
A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.                                       ,"Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,Peter Lorre,S.Z. Sakall,Madeleine Lebeau,Dooley Wilson,Joy Page,John Qualen,Leonid Kinskey,Curt Bois,Abdullah Abbas,Enrique Acosta,Ed Agresti,Arnet Amos"                                                                              ,"1942,PG"        ,  102 ,"Drama,Romance,War,Back to top"          ,       ,United States  ,PG        ,  8.5 ,Casablanca                                                           ,
A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.             ,"Miles Teller,J.K. Simmons,Melissa Benoist,Paul Reiser,Austin Stowell,Nate Lang,Chris Mulkey,Damon Gupton,Suanne Spoke,Max Kasch,Charlie Ian,Jayson Blair,Kofi Siriboe,Kavita Patil,C.J. Vana,Tarik Lowe,Tyler Kimball,Rogelio Douglas Jr."                                                                                      ,"2014,R"         ,  106 ,"Drama,Music,Back to top"                ,       ,United States  ,R         ,  8.5 ,Whiplash                                                             ,
"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp..., "   ,"Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini,Giustino Durano,Sergio Bini Bustric,Marisa Paredes,Horst Buchholz,Lidia Alfonsi,Giuliana Lojodice,Amerigo Fontani,Pietro De Silva,Francesco Guzzo,Raffaella Lebboroni,Claudio Alfonsi,Gil Baroni,Massimo Bianchi,Jürgen Bohn,Verena Buratti"                                ,"1997,PG-13"     ,  116 ,"Comedy,Drama,Romance,Back to top"       ,       ,Italy          ,PG-13     ,  8.6 ,Life Is Beautiful                                                    ,Original title: La vita è bella
A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.                                                                                                     ,"Matthew McConaughey,Anne Hathaway,Jessica Chastain,Mackenzie Foy,Ellen Burstyn,John Lithgow,Timothée Chalamet,David Oyelowo,Collette Wolfe,Francis X. McCarthy,Bill Irwin,Andrew Borba,Wes Bentley,William Devane,Michael Caine,David Gyasi,Josh Stewart,Casey Affleck"                                                         ,"2014,PG-13"     ,  169 ,"Adventure,Drama,Sci-Fi,Back to top"     ,       ,United States  ,PG-13     ,  8.6 ,Interstellar                                                         ,
"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."                                                  ,"Tom Hanks,Matt Damon,Tom Sizemore,Edward Burns,Barry Pepper,Adam Goldberg,Vin Diesel,Giovanni Ribisi,Jeremy Davies,Ted Danson,Paul Giamatti,Dennis Farina,Joerg Stadler,Max Martini,Dylan Bruno,Daniel Cerqueira,Demetri Goritsas,Ian Porter"                                                                                   ,"1998,R"         ,  169 ,"Drama,War,Back to top"                  ,       ,United States  ,R         ,  8.6 ,Saving Private Ryan                                                  ,
"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin."                                                                                       ,"Alexandre Rodrigues,Leandro Firmino,Matheus Nachtergaele,Phellipe Haagensen,Douglas Silva,Jonathan Haagensen,Seu Jorge,Jefechander Suplino,Alice Braga,Emerson Gomes,Edson Oliveira,Michel Gomes,Roberta Rodrigues,Luis Otávio,Kiko Marques,Gustavo Engrácia,Darlan Cunha,Robson Rocha"                                         ,"2002,R"         ,  130 ,"Crime,Drama,Back to top"                ,       ,Brazil         ,R         ,  8.6 ,City of God                                                          ,Original title: Cidade de Deus
An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.                                                        ,"James Stewart,Donna Reed,Lionel Barrymore,Thomas Mitchell,Henry Travers,Beulah Bondi,Frank Faylen,Ward Bond,Gloria Grahame,H.B. Warner,Frank Albertson,Todd Karns,Samuel S. Hinds,Mary Treen,Virginia Patton,Charles Williams,Sarah Edwards,William Edmunds"                                                                    ,"1946,PG"        ,  130 ,"Drama,Family,Fantasy,Back to top"       ,       ,United States  ,PG        ,  8.6 ,It's a Wonderful Life                                                ,
"Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him."                                                                         ,"Toshirô Mifune,Takashi Shimura,Keiko Tsushima,Yukiko Shimazaki,Kamatari Fujiwara,Daisuke Katô,Isao Kimura,Minoru Chiaki,Seiji Miyaguchi,Yoshio Kosugi,Bokuzen Hidari,Yoshio Inaba,Yoshio Tsuchiya,Kokuten Kôdô,Eijirô Tôno,Kichijirô Ueda,Jun Tatara,Atsushi Watanabe"                                                          ,"1954,Not Rated" ,  207 ,"Action,Drama,Back to top"               ,       ,Japan          ,Not Rated ,  8.6 ,Seven Samurai                                                        ,Original title: Shichinin no samurai
"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."                                   ,"Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,Kasi Lemmons,Lawrence T. Wrentz,Scott Glenn,Anthony Heald,Frankie Faison,Don Brockett,Frank Seals Jr.,Stuart Rudin,Maria Skorobogatov,Jeffrie Lane,Leib Lensky,George 'Red' Schwartz,Jim Roche,Brooke Smith,Ted Levine"                                                         ,"1991,R"         ,  118 ,"Crime,Drama,Thriller,Back to top"       ,       ,United States  ,R         ,  8.6 ,The Silence of the Lambs                                             ,
